epoch,train_loss,val_loss,dice_edema,dice_core,dice_enhancing,mean_dice,lr,sec_per_epoch
34,0.06412240340570054,0.3454579937207391,0.3360653221607208,0.5466110110282898,0.41833826899528503,0.4336715638637543,3.9604415459112055e-05,155.56729388237
35,0.06369110951546206,0.3445670686261067,0.33579257130622864,0.5502779483795166,0.4186759293079376,0.4349154829978943,3.705904774487399e-05,152.8784146308899
36,0.06358178518024576,0.3467437232250847,0.3342500329017639,0.544163703918457,0.4169386327266693,0.43178412318229675,3.4549150281252656e-05,153.5921974182129
37,0.06296124834441794,0.34551317369379636,0.3325023949146271,0.5503833293914795,0.41879186034202576,0.43389254808425903,3.2081602522735006e-05,153.38020133972168
38,0.06287389966262136,0.3445202678812275,0.33582353591918945,0.5529800653457642,0.41554760932922363,0.4347837567329407,2.9663167846210015e-05,149.85332584381104
39,0.0622460154839393,0.34560968311739104,0.3345162570476532,0.5493274331092834,0.416594922542572,0.43347954750061035,2.7300475013022676e-05,154.4350824356079
40,0.0618955217076649,0.3446371972219091,0.33637988567352295,0.5520398616790771,0.4159177839756012,0.43477916717529297,2.5000000000000025e-05,151.25944423675537
41,0.06148895109805901,0.3457664087837234,0.3335161507129669,0.5493972301483154,0.4178638756275177,0.43359240889549255,2.2768048249248675e-05,154.0183036327362
42,0.06161999908219252,0.34520812734709916,0.334970623254776,0.5508483648300171,0.41656336188316345,0.43412744998931885,2.0610737385376362e-05,144.87402176856995
43,0.0613393374374262,0.3452710704311287,0.3343571126461029,0.5524548888206482,0.41589048504829407,0.4342341423034668,1.8533980447508148e-05,153.69774055480957
44,0.06090768378079409,0.34420134251988893,0.33571338653564453,0.5547088384628296,0.417027086019516,0.4358164668083191,1.6543469682057116e-05,153.87071824073792
45,0.06018826623127205,0.3455830775426808,0.3346787691116333,0.5498079061508179,0.4170096218585968,0.4338321089744568,1.4644660940672637e-05,153.77206802368164
46,0.060228685566427805,0.34464245811508276,0.3359886407852173,0.5520778894424438,0.41707631945610046,0.43504762649536133,1.2842758726130309e-05,148.93459510803223
47,0.05996230580016556,0.34468435368632083,0.3359895646572113,0.5529701113700867,0.41639086604118347,0.43511685729026794,1.1142701927151465e-05,155.07796788215637
48,0.059697314745301426,0.34440890557449233,0.3357792794704437,0.5531267523765564,0.41811493039131165,0.43567365407943726,9.549150281252641e-06,160.64749264717102
49,0.05981768931531687,0.34393737337208735,0.33663803339004517,0.5537151098251343,0.4185539782047272,0.43630239367485046,8.06647160272881e-06,154.397944688797
50,0.05969957806848946,0.34438155140987664,0.3353500962257385,0.5533958077430725,0.41829007863998413,0.4356786608695984,6.69872981077807e-06,152.5487837791443
51,0.05960609931382237,0.3444332619330882,0.3356668949127197,0.5543144345283508,0.4169061481952667,0.43562912940979004,5.449673790581616e-06,153.19371724128723
52,0.05964335197869391,0.34421502740643667,0.33600562810897827,0.5543783903121948,0.4173670709133148,0.4359170198440552,4.322727117869955e-06,155.77072525024414
53,0.059120447488110385,0.3447197244667863,0.33453503251075745,0.5530614852905273,0.41855621337890625,0.43538424372673035,3.3209786751399153e-06,154.1146116256714
54,0.059311483209508915,0.344849603766277,0.3349531292915344,0.5523678064346313,0.4177614450454712,0.43502745032310486,2.447174185242325e-06,152.839688539505
55,0.05879405744021683,0.344587224452273,0.335568368434906,0.5521439909934998,0.4185560941696167,0.4354228377342224,1.7037086855465854e-06,155.4927043914795
56,0.058911916979059904,0.34452467939397186,0.3358132839202881,0.5523245930671692,0.41859978437423706,0.43557924032211304,1.0926199633097164e-06,154.64842653274536
57,0.05904441170229875,0.34469814517384845,0.33579307794570923,0.5520069599151611,0.41811951994895935,0.43530651926994324,6.155829702431174e-07,155.23693180084229
58,0.05872753185470039,0.344500654345297,0.3359604477882385,0.55244380235672,0.41831454634666443,0.43557295203208923,2.7390523158633014e-07,155.68409132957458
59,0.05927273201369175,0.3444944954613433,0.3360520303249359,0.5524755716323853,0.418194979429245,0.4355742335319519,6.85232622713084e-08,141.35768508911133
60,0.05892208098394811,0.34444873089545774,0.3360329866409302,0.5526769757270813,0.41821107268333435,0.4356403350830078,0.0,147.1328911781311
