epoch,train_loss,val_loss,dice_edema,dice_core,dice_enhancing,mean_dice,lr,sec_per_epoch
15,0.07694119295158364,0.38806327819028574,0.27038365602493286,0.4714822471141815,0.3417612910270691,0.36120909452438354,6.913417161825447e-05,192.59090971946716
16,0.07590914645532923,0.39009772059608677,0.2662171423435211,0.466717392206192,0.34401363134384155,0.35898274183273315,6.545084971874736e-05,195.2834279537201
17,0.07432483578363669,0.38705385730441305,0.2715040147304535,0.4777439832687378,0.3391132354736328,0.3627870976924896,6.167226819279526e-05,190.69732427597046
18,0.0727155249238664,0.3873387090264106,0.27105778455734253,0.47559627890586853,0.34298381209373474,0.3632126450538635,5.7821723252011525e-05,194.87669682502747
19,0.07248382403011541,0.3856789157657136,0.27250391244888306,0.47370439767837524,0.35074755549430847,0.365651935338974,5.392295478639223e-05,195.5024275779724
20,0.07039762312249657,0.3860186812675989,0.27057722210884094,0.47770658135414124,0.3458811044692993,0.3647216260433197,4.999999999999998e-05,198.41483736038208
21,0.07037847614663792,0.384455319034504,0.2739053964614868,0.47839194536209106,0.35040509700775146,0.3675674796104431,4.607704521360774e-05,194.28696727752686
22,0.06957914175083246,0.3848742407287227,0.27092596888542175,0.4816931188106537,0.3481452167034149,0.36692142486572266,4.217827674798845e-05,194.59794282913208
23,0.06933959679918388,0.3834917835729631,0.27380746603012085,0.48549607396125793,0.3470795452594757,0.36879438161849976,3.832773180720472e-05,195.28556084632874
24,0.06814005143132663,0.38354848512497264,0.2755834460258484,0.48092135787010193,0.35005679726600647,0.368853896856308,3.4549150281252616e-05,192.49944686889648
25,0.06716243451035868,0.38303590924821546,0.2744743525981903,0.4847407937049866,0.3491107225418091,0.3694419860839844,3.08658283817455e-05,189.4858911037445
26,0.06662323564417358,0.38445106090193853,0.2729417681694031,0.4794497787952423,0.3495042026042938,0.36729857325553894,2.730047501302265e-05,195.97384595870972
27,0.06578324790581438,0.3845370875872569,0.2737235426902771,0.48168081045150757,0.34603169560432434,0.3671453893184662,2.387507176420255e-05,195.77056860923767
28,0.06560427795966996,0.38380024382949046,0.2737656533718109,0.48367685079574585,0.34785714745521545,0.36843323707580566,2.061073738537634e-05,196.4077558517456
29,0.06496510509286484,0.38284166522363294,0.27502676844596863,0.4870494306087494,0.34768348932266235,0.36991989612579346,1.7527597583490816e-05,197.80074548721313
30,0.06481236457680298,0.3837897443997816,0.273939311504364,0.4836212396621704,0.34835436940193176,0.3686383366584778,1.464466094067262e-05,196.06594896316528
31,0.06457697361761841,0.38394280320611757,0.2732379734516144,0.48485979437828064,0.3473305106163025,0.36847612261772156,1.1979701719998447e-05,160.6798017024994
32,0.0644889057224119,0.3832062014014374,0.27419760823249817,0.48577412962913513,0.34848687052726746,0.3694862127304077,9.549150281252628e-06,188.07641172409058
33,0.06374985403468723,0.3840149036881064,0.27427738904953003,0.4824145436286926,0.34819355607032776,0.36829519271850586,7.367991782295387e-06,174.16755485534668
34,0.06335235541694313,0.38403025335684743,0.27415600419044495,0.48348698019981384,0.34691524505615234,0.3681860864162445,5.449673790581608e-06,169.72946190834045
35,0.06315478238100575,0.38367839685653543,0.27406156063079834,0.4837598204612732,0.34863919019699097,0.3688201904296875,3.806023374435661e-06,169.56688928604126
36,0.0631235880825752,0.3833787448598093,0.2746667265892029,0.4844217598438263,0.34873032569885254,0.36927294731140137,2.447174185242322e-06,196.6558814048767
37,0.06288172739480641,0.3836826614001767,0.27421998977661133,0.48381128907203674,0.34838470816612244,0.3688053488731384,1.3815039801161715e-06,185.82083201408386
38,0.06306044075577133,0.3835407758827097,0.274429053068161,0.48463064432144165,0.3478631377220154,0.3689742982387543,6.155829702431167e-07,195.83912563323975
39,0.06251906007799071,0.383419725076636,0.27442386746406555,0.4845324754714966,0.34853866696357727,0.3691650331020355,1.5413331334360174e-07,198.50209498405457
40,0.0628878800598944,0.38345829941099957,0.27441278100013733,0.4844290316104889,0.34850209951400757,0.36911463737487793,0.0,187.11621618270874
